title,text,label
Education: Shocking Claim #206 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #207 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #208 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #209 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #210 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #211 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #212 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #213 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #214 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #215 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #216 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #217 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #218 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #219 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #220 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #221 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #222 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #223 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #224 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #225 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #226 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #227 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #228 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #229 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #230 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #231 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #232 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #233 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #234 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #235 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #236 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #237 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #238 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #239 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #240 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #241 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #242 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #243 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #244 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #245 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #246 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #247 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #248 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #249 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #250 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #251 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #252 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #253 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #254 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #255 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #256 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #257 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #258 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #259 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #260 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #261 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #262 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #263 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #264 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #265 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #266 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #267 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #268 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #269 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #270 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #271 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #272 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #273 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #274 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #275 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #276 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #277 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #278 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #279 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #280 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #281 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #282 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #283 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #284 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #285 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #286 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #287 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #288 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #289 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #290 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #291 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #292 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #293 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #294 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #295 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #296 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #297 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #298 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #299 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #300 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #301 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #302 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #303 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #304 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #305 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #306 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #307 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #308 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #309 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #310 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #311 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #312 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #313 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #314 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Science: Shocking Claim #315 Goes Viral,"A viral social media post claims an extraordinary event related to science. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #316 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #317 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #318 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #319 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #320 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Politics: Shocking Claim #321 Goes Viral,"A viral social media post claims an extraordinary event related to politics. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Environment: Shocking Claim #322 Goes Viral,"A viral social media post claims an extraordinary event related to environment. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #323 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Economy: Shocking Claim #324 Goes Viral,"A viral social media post claims an extraordinary event related to economy. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #325 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #326 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #327 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #328 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
World: Shocking Claim #329 Goes Viral,"A viral social media post claims an extraordinary event related to world. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #330 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #331 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #332 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Technology: Shocking Claim #333 Goes Viral,"A viral social media post claims an extraordinary event related to technology. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Business: Shocking Claim #334 Goes Viral,"A viral social media post claims an extraordinary event related to business. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Education: Shocking Claim #335 Goes Viral,"A viral social media post claims an extraordinary event related to education. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Sports: Shocking Claim #336 Goes Viral,"A viral social media post claims an extraordinary event related to sports. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
Health: Shocking Claim #337 Goes Viral,"A viral social media post claims an extraordinary event related to health. The article cites unnamed sources, provides no verifiable evidence, uses sensational language, and encourages readers to share immediately. Independent fact-checkers could not confirm the claims.",FAKE
